URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/pediatric-hematology/2012,Pediatric Hematology-Oncology Case-Based Lecture Series | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Acute Chest Syndrome;Case-based Lecture;fever;Fever and Neutropenia;hematology;Nausea;Nausea and Vomiting;Neutropenia;Pediatric Hematology-Oncology;Tumor Lysis;Tumor Lysis Syndrome;Vomiting,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m1/cns/winter2009,Central Nervous System / Head & Neck | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;basal ganglia;brain;brain stem;central nervous system;cerebellum;cerebral cortex;CNS;diencephalon;hypothalamus;medicine;nerves;Open Educational Resource;spinal cord,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/spanish103/2011,Spanish 103 - Review of Elementary Spanish | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;spanish;spanish culture;spanish language,education;opencourseware;ocw;,Spanish 103 - Review of Elementary Spanish,University of Michigan; Ann Arbor,Free,N/A,No, Tatiana Calixto,SPANISH 103 is an introductory course to the Spanish language and culture. This course uses a task and content-based approach to learning which integrates grammar in a functional use through listening; speaking; reading; and writing. Language use is encouraged through communicative activities rather than a sequence of linguistic units., Undergraduate,?
http://open.umich.edu/education/med/m1/microbio/winter2009,Infectious Disease / Microbiology | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;antimicrobial therapy;infectious diseases;medical microbiology,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/second-look-series,The Second Look Series | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;histology;microanatomy;microscopy;mobile app;respiratory,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/clinical-clerkships/2009,Peer-Student Taught Clinical Transition Session: Medical Students Entering The Clinical Clerkships | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Clerkship;Clinical Clerkship;Cooperative Behavior;medical education;Near-peer;Peer-teaching;Students;teaching;Transition Course,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si580/winter2009,SI 580 - Understanding Records and Archives: Principles and Practices | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;archival administration;archival methods;archival technologies;archives;records;records management,education;opencourseware;ocw;,SI 580 - Understanding Records and Archives: Principles and Practices,University of Michigan; Ann Arbor,Free, 3 hour class; once a week,No, Paul Conway,Provides an understanding of why societies; cultures; organizations; and individuals create and keep records. Presents cornerstone terminology; concepts; and practices used in records management and archival administration., Graduate,?
http://open.umich.edu/education/lsa/spanish277/fall2011,Spanish 277 - Reading; Grammar; and Composition | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;spanish;spanish language;spanish literature,education;opencourseware;ocw;,Spanish 277 - Reading; Grammar; and Composition,University of Michigan; Ann Arbor,Free, Three class sessions a week; with one additional hour of individual study on-line,No, Dennis Pollard,() Spanish 277 is the prerequisite course for minors and concentrators in Spanish. This course combines online self-instruction of Spanish grammar with an introduction to literature in Spanish. In-class discussions will focus on literary concepts and will integrate the study of grammar usage in the readings., Undergraduate,?
http://open.umich.edu/education/med/med-mep/pharyngitis/2006,Pharyngitis in Children and Adults | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Adults;Children;GABHS;Group A Beta Hemolytic Streptococcal Pharyngitis;guidelines;Pharyngitis,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/shapes-memory-loss/2013,The Shapes of Memory Loss | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;book;cognitive impairment;dementia;memory loss;shapes of memory loss;University of Michigan Health System,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m1/humangrowth/winter2009,Human Growth and Development | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;development;developmental stages;exercise;growth;impaired homeostatis;longevity;medications;medicine;menopause;normal growth;nutrition;Open Educational Resource;puberty;stages of development,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/statistics250/winter2014,Statistics 250 - Introduction to Statistics and Data Analysis | Open.Michigan,Attention students enrolled in the Winter 2014 course: You can download full-text versions of the Workbook and Interactive Lecture Notes from the  Materials  tab of this course. You may also purchase copies from Amazon.com: (Interactive Lecture Notes); and (Workbook) Statistics is the science that turns data into information and info,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;mathematics;open textbooks;quantitative analysis;SPSS;statistics,education;opencourseware;ocw;,Statistics 250 - Introduction to Statistics and Data Analysis,University of Michigan; Ann Arbor,Free,N/A,No, Brenda Gunderson,Attention students enrolled in the Winter 2014 course: You can download full-text versions of the Workbook and Interactive Lecture Notes from the  Materials  tab of this course. You may also purchase copies from Amazon.com: (Interactive Lecture Notes); and (Workbook) Statistics is the science that turns data into information and info, Undergraduate,?
